web_scraper_order,web_scraper_start_url,pagination,data,price,phone,data2,data3,title,data4,data5,description,data6,data7,data8,title2,data9,image,image2,image3,image4,image5,image6,image7,image8,image9,image10,image11
"1786717421-88","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=8","2004 Renault Laguna","CFA 2 000 000","2 000 000","160 000 km","Publié il y a plus de 7 ans","Kilométrage160 000 km","6","Vendu","Laguna Type2 / Diesel manuel /2004/ 4cylindres/moteur electronique propre. Prix: 2 millions Contact: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/12411/medium_with_watermark_IMG-20181219-WA0067.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717421-89","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=8","2004 Mercedes‒Benz 250","CFA 1 900 000","1 900 000","160 000 km","Publié il y a environ 7 ans","Kilométrage160 000 km","5","Vendu","Wanter urgent pour 24h!! Mercedes 250 tres propre,aucun probleme/Diesel Manuel. Prix last: 1.900.000f Contact Appel ou Whatsapp: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/27065/medium_with_watermark_IMG-20190707-WA0014.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717421-90","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=8","2013 Nissan Qashqai+2","CFA 6 500 000","6 500 000","101 000 km","Publié il y a environ 7 ans","Kilométrage101 000 km","12","Vendu","A bazarder Nissan Qashqai +2 climatisé avec Carbotage venant en excellent etat / 7 places/ Diesel Manuel/ 101.000km/Annee: 2013. Prix Wanter: 6.500.000 f Contact: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/28018/medium_with_watermark_IMG-20190415-WA0053.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717421-91","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=8","2011 Ford Escape","CFA 4 300 000","4 300 000","130 000 km","Publié il y a plus de 6 ans","Kilométrage130 000 km","6","Vendu","Wanter du jour!! ford Escape / essence otomatik climatisé très bien entretenu / 4 cylindres. prix last: 4.300.000f Contact Appel ou Whatsapp: 782718278 ou 764823888","N/A","Automatique","Dakar","Prix","(Essence)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/40365/medium_with_watermark_ford-escape-dakar-dakar-4196.jpeg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717421-92","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=8","2007 Peugeot 307","CFA 2 100 000","2 100 000","90 000 km","Publié il y a presque 8 ans","Kilométrage90 000 km","4","Vendu","307 essence manuel climatisé/Annee: 2007/ Prix: 2.700.000f Prix: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Essence)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/10795/medium_with_watermark_IMG-20180919-WA0010.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717421-93","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=8","2013 Hyundai Elantra","CFA 5 800 000","5 800 000","21 000 km","Publié il y a environ 7 ans","Kilométrage21 000 km","12","Vendu","Vente Hyundai Elantra Venant Année 2013 Moteur essence Transmission automatique Kilométrage 21.000km Full option, camera de recule ,toit ouvrant,commande au volant Prix last: 5.800.000f Contact Appel ou Whatsapp:782718278 ou 764823888","N/A","Automatique","Dakar","Prix","(Essence)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/25576/medium_with_watermark_IMG-20190613-WA0084.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717421-94","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=8","2012 Mitsubishi Endeavor","CFA 4 300 000","4 300 000","100 000 km","Publié il y a environ 7 ans","Kilométrage100 000 km","4","Vendu","A bazarder Mitsubishi Endeavor climatisé venant 2012 Essence Automatique 6 cylindres Deja dédouane Prix: 4.300.000f Contact Appel ou Whatsapp: 782718278 ou 764823888","N/A","Automatique","Dakar","Prix","(Essence)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/25915/medium_with_watermark_IMG-20190620-WA0091.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717421-95","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=8","2011 Peugeot 508","CFA 5 500 000","5 500 000","179 000 km","Publié il y a environ 7 ans","Kilométrage179 000 km","4","Vendu","Peugeot 508 Diesel automatique/ Annee: 2011. 179000 km. Prix: 5.500.000f Contact: 782718278 ou 764823888","N/A","Automatique","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/23164/medium_with_watermark_IMG-20190518-WA0024.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717421-96","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=8","2006 Citroen C3","CFA 1 900 000","1 900 000","160 000 km","Publié il y a environ 7 ans","Kilométrage160 000 km","4","Vendu","Wanter Citroën c3 tres Propre Année 2006 Diesel manuel Climatisé Conduite par une dame Voiture très propre comme sur les photos Prix :1.900.000 Contact Appel ou Whatsapp: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/23646/medium_with_watermark_IMG-20190528-WA0113.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717421-97","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=8","2007 Renault Scenic","CFA 1 950 000","1 950 000","160 000 km","Publié il y a environ 7 ans","Kilométrage160 000 km","7","Vendu","A bazarder Renault Scenic tres propre/ Diesel Manuel/ Annee: 2007. Prix last: 1.950.000f Contact: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/26103/medium_with_watermark_20190624_144556.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717421-98","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=8","2009 Citroen Nemo","CFA 2 400 000","2 400 000","160 000 km","Publié il y a plus de 7 ans","Kilométrage160 000 km","6","Vendu","A Bazarder Citroen Nemo tres propre / Annee 2009 mise en circulation en 2018/Diesel Manuel. Prix last: 2.400.000f Contact: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/21863/medium_with_watermark_20190429_171500.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717421-99","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=8","2006 Peugeot 407","CFA 2 300 000","2 300 000","291 000 km","Publié il y a environ 7 ans","Kilométrage291 000 km","9","Vendu","A bazarder Peugeot 407 climatisé/ diesel manuel/ 291.000km/ annee: 2006. Prix:2.300.000f Contact:782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/24181/medium_with_watermark_IMG-20190607-WA0044.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717421-100","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=8","2010 Nissan Versa","CFA 2 500 000","2 500 000","120 000 km","Publié il y a environ 7 ans","Kilométrage120 000 km","5","Vendu","Nissan Versa en excellebt etat/ automatique essence année 2010 tous les papier en règle. Prix last: 2.500.000f Contact: 782718278 ou 764823888","N/A","Automatique","Dakar","Prix","(Essence)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/22983/medium_with_watermark_IMG-20190518-WA0035.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717421-101","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=8","2005 Renault Scenic","CFA 1 500 000","1 500 000","180 000 km","Publié il y a plus de 7 ans","Kilométrage180 000 km","5","Vendu","Wanter du siecle!! Renault Scenic /Diesel Manuel/ Annee: 2005. Prix last: 1.500.000f Contact: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/20496/medium_with_watermark_20190415_203720.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717421-102","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=8","2006 Renault Megane","CFA 1 800 000","1 800 000","160 000 km","Publié il y a environ 7 ans","Kilométrage160 000 km","7","Vendu","Wanter Megane Z Diesel Manuel/ Annee: 2006. Prix: 1.800.000f Contact: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/23499/medium_with_watermark_IMG-20190527-WA0026.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717421-103","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=8","2007 Peugeot 407","CFA 2 600 000","2 600 000","180 000 km","Publié il y a plus de 7 ans","Kilométrage180 000 km","4","Vendu","407 / Annee: 2007 diesel manuel/ Climatisé. bon état moteur papier complet Prix: 2.600.000f Contact: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/18703/medium_with_watermark_IMG-20190326-WA0004.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717421-104","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=8","2000 Mercedes‒Benz 190","CFA 2 400 000","2 400 000","160 000 km","Publié il y a environ 7 ans","Kilométrage160 000 km","7","Vendu","Wanter vite fais!! Taxi Mercedes 190/ Diesel manuel. Prix: 2.400.000f last Contact appel ou Whatsapp: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/25309/medium_with_watermark_IMG-20190612-WA0047.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717421-105","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=8","2012 Renault Kangoo","CFA 4 500 000","4 500 000","264 127 km","Publié il y a plus de 7 ans","Kilométrage264 127 km","6","Vendu","Vente Renault Kangoo / Diesel Manuel/ 264127 km / Annee: 2012. Prix: 4.500.000f Contact: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/21075/medium_with_watermark_IMG-20190418-WA0043.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717429-106","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=7","2008 Citroen C5","CFA 2 700 000","2 700 000","130 000 km","Publié il y a plus de 6 ans","Kilométrage130 000 km","3","Vendu","Citroën c5 Année 2008 Essence Manuelle (5vitesses) En très bon état Prix fixe: 2.700.000Fcfa Contact Appel ou Whatsapp: 782718278 ou 764823888.","N/A","Manuelle","Dakar","Prix","(Essence)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/41288/medium_with_watermark_citroen-c5-dakar-dakar-4273.jpeg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","","","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717429-107","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=7","2008 Kia Carnival","CFA 2 500 000","2 500 000","160 000 km","Publié il y a environ 7 ans","Kilométrage160 000 km","7","Vendu","A bazarder Kia Carnival/ Diesel Manuel/Annee: 2008/ 7 places et aussi mentionnées sur la carte a grise. Prix: 2.500.000f Contact Appel ou Whatsapp: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/26928/medium_with_watermark_IMG-20190702-WA0139.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717429-108","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=7","2009 Land Rover Range Rover Sport","","","160 000 km","Publié il y a environ 7 ans","Kilométrage160 000 km","11","Vendu","Big soldes Ranger Rover Sport année 2009 automatique essence ⛽ en très bon état prix 6.800.000f. Contact: 782718278 ou 764823888","N/A","Automatique","Dakar","Prix","(Essence)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/25321/medium_with_watermark_IMG-20190614-WA0066.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
